name,frequency,ratio
.wasm,51,1
.webm,51,1
.glsl,50,1
.i,50,1
.pptx,50,1
.ru,50,1
.t,50,1
.tif,50,1
.cer,49,1
.jsp,49,1
.mdx,49,1
.mustache,49,1
.sbt,49,1
.apk,48,1
.psm1,48,1
.tf,48,1
.cxx,47,1
.dsp,47,1
.flow,47,1
.graphql,47,1
.vbs,47,1
.6,46,1
.rake,46,1
.src,46,1
.xz,46,1
.LICENSE,45,1
.init,45,1
.natvis,45,1
.o,45,1
.pxd,45,1
.reg,45,1
.resolved,45,1
.vert,45,1
.xls,45,1
.code,44,1
.cshtml,44,1
.inf,44,1
.nib,44,1
.nsh,44,1
.ruleset,44,1
.script,44,1
.tcl,44,1
.thrift,44,1
.bats,43,1
.dict,43,1
.dsw,43,1
.pas,43,1
.ttar,43,1
.dev,42,1
.fs,42,1
.linux,42,1
.pc,42,1
.class,41,1
.pb,41,1
.res,41,1
.tt,41,1
.g4,40,1
.j2,40,1
.7,39,1
.lds,39,1
.xcuserstate,39,1
.4,38,1
.graffle,38,1
.old,38,1
.pri,38,1
.r,38,1
.expected,37,1
.man,37,1
.ml,37,1
.org,37,1
.pyi,37,1
.release,37,1
.vm,37,1
.yapf,37,1
.BSD,36,1
.Config,36,1
.mat,36,1
.pump,36,1
.sqlite,36,1
.erl,35,1
.index,35,1
.mkd,35,1
.mms,35,1
.pdb,35,1
.ps,35,1
.pyc,35,1
.rl,35,1
.sty,35,1
.vb,35,1
.cert,34,1
.cl,34,1
.ino,34,1
.jade,34,1
.ldif,34,1
.options,34,1
.xslt,34,1
.README,33,1
.aidl,33,1
.neon,33,1
.npy,33,1
.srl,33,1
.der,32,0
.kts,32,0
.msc,32,0
.ods,32,0
.orig,32,0
.postinst,32,0
.proj,32,0
.text,32,0
.xccheckout,32,0
.Processor,31,0
.header,31,0
.mc,31,0
.pkl,31,0
.scm,31,0
.xhtml,31,0
.cmakein,30,0
.ex,30,0
.factories,30,0
.g,30,0
.gcc,30,0
.local,30,0
.as,29,0
.css_t,29,0
.odt,29,0
.opt,29,0
.rdf,29,0
.xcbkptlist,29,0
.H,28,0
.asciidoc,28,0
.cuh,28,0
.development,28,0
.ll,28,0
.tga,28,0
.version,28,0
.x,28,0
.xcplayground,28,0
.xcscmblueprint,28,0
.dia,27,0
.disabled,27,0
.exs,27,0
.f,27,0
.hlsl,27,0
.ignore,27,0
.make,27,0
.manpages,27,0
.stderr,27,0
.stub,27,0
.sublime-project,27,0
.v,27,0
.win,27,0
.adb,26,0
.cls,26,0
.crl,26,0
.gpg,26,0
.include,26,0
.lisp,26,0
.md5,26,0
.nix,26,0
.ppm,26,0
.prototxt,26,0
.qss,26,0
.sha1,26,0
.wat,26,0
.wixproj,26,0
.chm,25,0
.dockerfile,25,0
.gypi,25,0
.idx,25,0
.ipp,25,0
.lzma,25,0
.9,24,0
.LESSER,24,0
.MIT,24,0
.applescript,24,0
.dic,24,0
.fuzz,24,0
.gn,24,0
.haml,24,0
.re,24,0
.rpath,24,0
.st,24,0
.BUILD,23,0
.GPL,23,0
.LGPL,23,0
.asset,23,0
.edn,23,0
.elm,23,0
.gperf,23,0
.hex,23,0
.input,23,0
.jl,23,0
.lintian-overrides,23,0
.mako,23,0
.mtl,23,0
.os2,23,0
.policy,23,0
.psd1,23,0
.qm,23,0
.sas,23,0
.slim,23,0
.swp,23,0
.tab,23,0
.twig,23,0
.typed,23,0
.windows,23,0
.LIB,22,0
.MockMaker,22,0
.alpine,22,0
.avsc,22,0
.b,22,0
.cat,22,0
.darwin,22,0
.dirs,22,0
.f90,22,0
.freebsd,22,0
.jsonnet,22,0
.mdown,22,0
.output,22,0
.qml,22,0
.rar,22,0
.readme,22,0
.schema,22,0
.yy,22,0
.ads,21,0
.base,21,0
.cache,21,0
.eml,21,0
.fsproj,21,0
.groupproj,21,0
.handlebars,21,0
.hcl,21,0
.hxx,21,0
.json5,21,0
.launch,21,0
.names,21,0
.pod,21,0
.pom,21,0
.sol,21,0
.tc,21,0
.unity,21,0
.wsdl,21,0
.xbm,21,0
.aspx,20,0
.cbp,20,0
.code-workspace,20,0
.gdb,20,0
.glade,20,0
.pdn,20,0
.pxi,20,0
.ref,20,0
.repo,20,0
.riscos,20,0
.rng,20,0
.shader,20,0
.stl,20,0
.theme,20,0
.ttc,20,0
.10,19,0
.APACHE,19,0
.C,19,0
.Debian,19,0
.PL,19,0
.avi,19,0
.bor,19,0
.cake,19,0
.cbproj,19,0
.cgi,19,0
.examples,19,0
.fbs,19,0
.mov,19,0
.nim,19,0
.parquet,19,0
.pcap,19,0
.rdoc,19,0
.replay,19,0
.sig,19,0
.url,19,0
.vsprops,19,0
.w32,19,0
.xs,19,0
.asax,18,0
.builder,18,0
.cabal,18,0
.debug,18,0
.dj2,18,0
.emx,18,0
.expect,18,0
.fbx,18,0
.glb,18,0
.gql,18,0
.inv,18,0
.postrm,18,0
.pp,18,0
.production,18,0
.profile,18,0
.projitems,18,0
.shproj,18,0
.socket,18,0
.svelte,18,0
.12,17,0
.7z,17,0
.Rd,17,0
.arm,17,0
.bas,17,0
.dds,17,0
.dep,17,0
.dj,17,0
.dts,17,0
.elf,17,0
.ent,17,0
.fig,17,0
.file,17,0
.flac,17,0
.foo,17,0
.gemfile,17,0
.geojson,17,0
.gltf,17,0
.gpr,17,0
.h5,17,0
.libsonnet,17,0
.mf,17,0
.mips,17,0
.mli,17,0
.msg,17,0
.njk,17,0
.original,17,0
.pgm,17,0
.phar,17,0
.phpt,17,0
.ronn,17,0
.sc,17,0
.scpt,17,0
.ser,17,0
.skip,17,0
.vbproj,17,0
.whl,17,0
.xlf,17,0
.11,16,0
.args,16,0
.blend,16,0
.bundle,16,0
.command,16,0
.contrib,16,0
.cpu,16,0
.cr,16,0
.defs,16,0
.epub,16,0
.ext,16,0
.fnt,16,0
.ics,16,0
.license,16,0
.liquid,16,0
.lproj,16,0
.m4a,16,0
.mac,16,0
.model,16,0
.odg,16,0
.orc,16,0
.pickle,16,0
.private,16,0
.pup,16,0
.qpg,16,0
.result,16,0
.sha256,16,0
.sys,16,0
.vsd,16,0
.vsdx,16,0
.vtt,16,0
.workflow,16,0
.14,15,0
.686,15,0
.Rmd,15,0
.backup,15,0
.bc,15,0
.bnf,15,0
.br,15,0
.cljs,15,0
.cocci,15,0
.cql,15,0
.dae,15,0
.data-00000-of-00001,15,0
.desc,15,0
.err,15,0
.es,15,0
.fx,15,0
.gni,15,0
.img,15,0
.jmx,15,0
.links,15,0
.msvc,15,0
.node,15,0
.prefab,15,0
.rc2,15,0
.runsettings,15,0
.sgml,15,0
.source,15,0
.tbl,15,0
.te,15,0
.tests,15,0
.tfvars,15,0
.train,15,0
.travis,15,0
.ubuntu,15,0
.vc,15,0
.ver,15,0
.wxml,15,0
.aar,14,0
.aff,14,0
.cppclean,14,0
.docker,14,0
.exports,14,0
.flags,14,0
.form,14,0
.generic,14,0
.git,14,0
.gpu,14,0
.hx,14,0
.mingw,14,0
.mmdb,14,0
.npz,14,0
.ogv,14,0
.ok,14,0
.pbm,14,0
.pk,14,0
.ply,14,0
.pt,14,0
.puml,14,0
.qs,14,0
.stdout,14,0
.sym,14,0
.texi,14,0
.tmLanguage,14,0
.unix,14,0
.upstart,14,0
.vms,14,0
.wiki,14,0
.wxss,14,0
.xenial,14,0
.aix,13,0
.android,13,0
.arm64,13,0
.asp,13,0
.attr,13,0
.bar,13,0
.binary,13,0
.c_shipped,13,0
.cd,13,0
.csh,13,0
.cson,13,0
.debian,13,0
.defaults,13,0
.doxy,13,0
.egg,13,0
.en,13,0
.exr,13,0
.geom,13,0
.gpl,13,0
.htc,13,0
.jsonl,13,0
.la,13,0
.ls,13,0
.mdb,13,0
.pbtxt,13,0
.ppt,13,0
.prerm,13,0
.project,13,0
.rsp,13,0
.sha512,13,0
.status,13,0
.target,13,0
.textile,13,0
.tmp,13,0
.tokens,13,0
.tst,13,0
.unknown,13,0
.war,13,0
.win32,13,0
.wxl,13,0
.x86,13,0
.13,12,0
.20,12,0
.afdesign,12,0
.amiga,12,0
.aps,12,0
.boot,12,0
.chromium,12,0
.dbf,12,0
.dec,12,0
.e,12,0
.es6,12,0
.fedora,12,0
.flex,12,0
.handlers,12,0
.hin,12,0
.host,12,0
.hpux,12,0
.http,12,0
.icc,12,0
.il,12,0
.jam,12,0
.jj,12,0
.layout,12,0
.odp,12,0
.p,12,0
.peg,12,0
.phtml,12,0
.pkg,12,0
.preinst,12,0
.pubkey,12,0
.pubxml,12,0
.rockspec,12,0
.sch,12,0
.schemas,12,0
.stp,12,0
.swig,12,0
.timer,12,0
.tmTheme,12,0
.ttl,12,0
.vhd,12,0
.vsh,12,0
.vsixmanifest,12,0
.wxi,12,0
.StyleCop,11,0
.Watcom,11,0
.amd64,11,0
.avro,11,0
.bpf,11,0
.caffemodel,11,0
.cfm,11,0
.cljc,11,0
.comp,11,0
.crx,11,0
.doxygen,11,0
.dump,11,0
.fc,11,0
.frm,11,0
.fxml,11,0
.hdr,11,0
.hhp,11,0
.hrl,11,0
.jinja,11,0
.jq,11,0
.lnk,11,0
.metal,11,0
.mid,11,0
.n,11,0
.net,11,0
.nupkg,11,0
.opam,11,0
.prebuilt,11,0
.priv,11,0
.rdb,11,0
.rgs,11,0
.rkt,11,0
.sco,11,0
.sct,11,0
.sdef,11,0
.seq,11,0
.sgi,11,0
.spv,11,0
.sqlite3,11,0
.srt,11,0
.sup,11,0
.svgz,11,0
.tgt,11,0
.trusty,11,0
.utf8,11,0
.vs,11,0
.wast,11,0
.webapp,11,0
.15,10,0
.19,10,0
.21,10,0
.VMS,10,0
.aarch64,10,0
.aiff,10,0
.all,10,0
.app,10,0
.axml,10,0
.base64,10,0
.bash-completion,10,0
.bcc,10,0
.bst,10,0
.capnp,10,0
.doctree,10,0
.dpr,10,0
.dtsi,10,0
.eex,10,0
.emf,10,0
.empty,10,0
.files,10,0
.fr,10,0
.fsh,10,0
.gitignore,10,0
.gox,10,0
.graphml,10,0
.gzip,10,0
.head,10,0
.ids,10,0
.imp,10,0
.isl,10,0
.jessie,10,0
.jst,10,0
.ks,10,0
.logrotate,10,0
.lz4,10,0
.me,10,0
.metadata,10,0
.mly,10,0
.nasm,10,0
.nl,10,0
.opml,10,0
.osx,10,0
.pack,10,0
.pde,10,0
.pegjs,10,0
.pig,10,0
.pkgproj,10,0
.ppc,10,0
.pxm,10,0
.pyd,10,0
.rule,10,0
.scr,10,0
.sfd,10,0
.sml,10,0
.solaris,10,0
.std,10,0
.sublime-settings,10,0
.sv,10,0
.symbols,10,0
.tcsh,10,0
.v2,10,0
.vcl,10,0
.vcxitems,10,0
.xlsm,10,0
.xmind,10,0
.xul,10,0
.22,9,0
.23,9,0
.32,9,0
.BMP,9,0
.Driver,9,0
.PDF,9,0
.UNIX,9,0
.WARNING,9,0
._,9,0
.ahk,9,0
.appcache,9,0
.arch,9,0
.ashx,9,0
.asmdef,9,0
.bad,9,0
.bcmap,9,0
.bdf,9,0
.bf,9,0
.bionic,9,0
.blacklist,9,0
.bson,9,0
.buster,9,0
.car,9,0
.cin,9,0
.control,9,0
.csx,9,0
.cygwin,9,0
.ddl,9,0
.deb,9,0
.drl,9,0
.ec,9,0
.gen,9,0
.gml,9,0
.goconvey,9,0
.gv,9,0
.hhc,9,0
.hqx,9,0
.intel,9,0
.keys,9,0
.keytab,9,0
.ktx,9,0
.lang,9,0
.mingw32,9,0
.mll,9,0
.mmp,9,0
.netbsd,9,0
.openbsd,9,0
.params,9,0
.processors,9,0
.pth,9,0
.pyw,9,0
.q,9,0
.regex,9,0
.resw,9,0
.rsa,9,0
.rss,9,0
.scd,9,0
.shfbproj,9,0
.sin,9,0
.sl,9,0
.stg,9,0
.suo,9,0
.suppress,9,0
.tag,9,0
.td,9,0
.tld,9,0
.wapproj,9,0
.wpj,9,0
.16,8,0
.17,8,0
.24,8,0
.25,8,0
.FBX,8,0
.afm,8,0
.after,8,0
.asn1,8,0
.atlas,8,0
.autopkg,8,0
.aux,8,0
.caf,8,0
.clean,8,0
.clp,8,0
.code-snippets,8,0
.content,8,0
.copyright,8,0
.de,8,0
.design,8,0
.dmg,8,0
.doxyfile,8,0
.dummy,8,0
.dxf,8,0
.fea,8,0
.fits,8,0
.fla,8,0
.fp,8,0
.gbr,8,0
.gem,8,0
.gliffy,8,0
.graph,8,0
.gsp,8,0
.importorder,8,0
.initd,8,0
.invalid,8,0
.itermcolors,8,0
.j,8,0
.jinja2,8,0
.jison,8,0
.jsonld,8,0
.ksh,8,0
.lex,8,0
.lsp,8,0
.m4v,8,0
.makefile,8,0
.mcp,8,0
.mof,8,0
.mpg,8,0
.nb,8,0
.normal,8,0
.nt,8,0
.onnx,8,0
.partial,8,0
.pbxuser,8,0
.pike,8,0
.powerpc,8,0
.prf,8,0
.purs,8,0
.pyproj,8,0
.python,8,0
.req,8,0
.rnc,8,0
.robot,8,0
.sb,8,0
.server,8,0
.sls,8,0
.smali,8,0
.snippets,8,0
.sp,8,0
.specs,8,0
.stretch,8,0
.svn-base,8,0
.sysconfig,8,0
.tags,8,0
.tail,8,0
.terminal,8,0
.tl,8,0
.torrent,8,0
.tree,8,0
.vala,8,0
.vsix,8,0
.vstemplate,8,0
.whitelist,8,0
.wmf,8,0
.x86_64,8,0
.zesty,8,0
.04,7,0
.18,7,0
.32sunu,7,0
.64sunu,7,0
.APACHE2,7,0
.BIN,7,0
.DOC,7,0
.ENGINE,7,0
.Extension,7,0
.GIF,7,0
.GPLv2,7,0
.GPLv3,7,0
.ScriptEngineFactory,7,0
.TTF,7,0
.abc,7,0
.acl,7,0
.acorn,7,0
.aj,7,0
.alias,7,0
.ans,7,0
.arb,7,0
.arff,7,0
.ascii,7,0
.asn,7,0
.atari,7,0
.atom,7,0
.au,7,0
.b64,7,0
.bb,7,0
.bc32,7,0
.beos,7,0
.bytes,7,0
.cab,7,0
.cast,7,0
.cbl,7,0
.cegcc,7,0
.centos,7,0
.cf,7,0
.cjs,7,0
.clr,7,0
.cob,7,0
.controller,7,0
.copy,7,0
.cppcheck,7,0
.csl,7,0
.custom,7,0
.dcl,7,0
.dfa,7,0
.dir,7,0
.do,7,0
.dsidx,7,0
.ebnf,7,0
.error,7,0
.escript,7,0
.extra,7,0
.fmt,7,0
.gd,7,0
.gexf,7,0
.gold,7,0
.hhk,7,0
.hook,7,0
.hp64,7,0
.hpgcc,7,0
.hxml,7,0
.ibmc,7,0
.icf,7,0
.its,7,0
.kml,7,0
.libfdt,7,0
.litcoffee,7,0
.m32,7,0
.m3u8,7,0
.master,7,0
.ms,7,0
.msi,7,0
.msys,7,0
.name,7,0
.netware,7,0
.nmake,7,0
.num,7,0
.order,7,0
.p6,7,0
.pac,7,0
.pcd,7,0
.pck,7,0
.platform,7,0
.plg,7,0
.pnm,7,0
.resources,7,0
.rpm,7,0
.rsrc,7,0
.sggcc,7,0
.shp,7,0
.shtml,7,0
.site,7,0
.so9,7,0
.soy,7,0
.ss,7,0
.sss,7,0
.state,7,0
.static,7,0
.stencil,7,0
.stringsdict,7,0
.style,7,0
.sublime-syntax,7,0
.sunos,7,0
.swc,7,0
.table,7,0
.templ,7,0
.testing,7,0
.textproto,7,0
.tmx,7,0
.toc,7,0
.tool,7,0
.ttx,7,0
.uc,7,0
.uml,7,0
.uni,7,0
.valgrind,7,0
.vba,7,0
.vcf,7,0
.vcwin32,7,0
.vhdl,7,0
.vocab,7,0
.webidl,7,0
.xpi,7,0
.xtend,7,0
.zone,7,0
.27,6,0
.CPP,6,0
.DJGPP,6,0
.EXE,6,0
.Filter,6,0
.LGPLv3,6,0
.SRC,6,0
.ServletContainerInitializer,6,0
.aif,6,0
.anim,6,0
.apl,6,0
.arpa,6,0
.arsc,6,0
.asd,6,0
.au3,6,0
.baseline,6,0
.bazelrc,6,0
.bks,6,0
.bnd,6,0
.bpmn,6,0
.bpr,6,0
.bsh,6,0
.c++,6,0
.ca,6,0
.chat,6,0
.chpl,6,0
.classes,6,0
.ctags,6,0
.datasource,6,0
.dcm,6,0
.dcproj,6,0
.deflate,6,0
.dependencies,6,0
.deps,6,0
.developer,6,0
.dex,6,0
.dfm,6,0
.dmp,6,0
.docopt,6,0
.dos,6,0
.ds,6,0
.dsc,6,0
.ecr,6,0
.epf,6,0
.fail,6,0
.filter,6,0
.fixed,6,0
.flv,6,0
.fragment,6,0
.fsx,6,0
.glif,6,0
.gnu,6,0
.gs,6,0
.h_shipped,6,0
.hash,6,0
.heic,6,0
.help,6,0
.hjson,6,0
.hlsli,6,0
.hu,6,0
.hy,6,0
.idr,6,0
.iface,6,0
.internal,6,0
.io,6,0
.ips,6,0
.iso,6,0
.ja,6,0
.jp2,6,0
.jsonc,6,0
.jwt,6,0
.knr,6,0
.ldiff,6,0
.lgt,6,0
.lsl,6,0
.mapping,6,0
.marko,6,0
.mask,6,0
.mediawiki,6,0
.menu,6,0
.mjml,6,0
.mkv,6,0
.mxml,6,0
.myapp,6,0
.mysql,6,0
.native,6,0
.ne12bsd,6,0
.network,6,0
.new,6,0
.nfo,6,0
.nimble,6,0
.ninja,6,0
.njsproj,6,0
.no,6,0
.override,6,0
.p8,6,0
.page,6,0
.pam,6,0
.passwd,6,0
.pat,6,0
.pattern,6,0
.pbf,6,0
.pic,6,0
.platforms,6,0
.ppc64le,6,0
.pre,6,0
.prj,6,0
.prof,6,0
.protocol,6,0
.razor,6,0
.rda,6,0
.recipe,6,0
.red,6,0
.regexp,6,0
.rgb,6,0
.sa,6,0
.scad,6,0
.sdf,6,0
.sdl,6,0
.sec,6,0
.seed,6,0
.shx,6,0
.simple,6,0
.sip,6,0
.slnf,6,0
.snappy,6,0
.solaris-x86,6,0
.sources,6,0
.sparc,6,0
.sphinx,6,0
.stats,6,0
.str,6,0
.swg,6,0
.syms,6,0
.syso,6,0
.systemd,6,0
.targ,6,0
.tasks,6,0
.tc3,6,0
.tcc,6,0
.templates,6,0
.tesc,6,0
.tese,6,0
.tfstate,6,0
.thumbnailer,6,0
.tla,6,0
.tmPreferences,6,0
.truststore,6,0
.ttinclude,6,0
.unx,6,0
.v1,6,0
.vader,6,0
.vagrant,6,0
.vsct,6,0
.vssettings,6,0
.vxworks,6,0
.words,6,0
.workspace,6,0
.wprp,6,0
.xht,6,0
.zig,6,0
.01,5,0
.1994-2004,5,0
.1995-2002,5,0
.1996-2002,5,0
.26,5,0
.30,5,0
.3ds,5,0
.64,5,0
.ChangeLog,5,0
.DataSourceRegister,5,0
.F,5,0
.FDL,5,0
.FIPS,5,0
.FlashPoint,5,0
.ICO,5,0
.Linux,5,0
.Locking,5,0
.MAC,5,0
.PERL,5,0
.Plugin,5,0
.WIN,5,0
.Xiph,5,0
.abap,5,0
.acf,5,0
.agda,5,0
.aic79xx,5,0
.aic7xxx,5,0
.als,5,0
.ansi,5,0
.apache,5,0
.apkg,5,0
.apns,5,0
.arcmsr,5,0
.art,5,0
.asar,5,0
.ase,5,0
.ash,5,0
.asmx,5,0
.bash_completion,5,0
.bbl,5,0
.before,5,0
.binfmt,5,0
.blob,5,0
.bp,5,0
.bpg,5,0
.brd,5,0
.bro,5,0
.bt,5,0
.bugfix,5,0
.cap,5,0
.ccxml,5,0
.cginc,5,0
.changes,5,0
.check,5,0
.check_cache,5,0
.clang,5,0
.cmdline,5,0
.colors,5,0
.component,5,0
.conllu,5,0
.container,5,0
.cp,5,0
.cputype,5,0
.cron,5,0
.csd,5,0
.ctl,5,0
.dino,5,0
.dm,5,0
.doc-base,5,0
.dproj,5,0
.dsl,5,0
.e500,5,0
.ebuild,5,0
.em,5,0
.engine,5,0
.factor,5,0
.fallback,5,0
.fan,5,0
.flr,5,0
.fontified,5,0
.for,5,0
.fth,5,0
.fy,5,0
.gate,5,0
.gbs,5,0
.gcode,5,0
.gdbinit,5,0
.ggo,5,0
.gi,5,0
.gin,5,0
.gmo,5,0
.google,5,0
.gotmpl,5,0
.gp,5,0
.gpx,5,0
.graphqls,5,0
.gtp,5,0
.gui,5,0
.har,5,0
.headers,5,0
.hint,5,0
.hp300,5,0
.hpp11,5,0
.htpasswd,5,0
.i386,5,0
.icl,5,0
.icm,5,0
.id,5,0
.ide,5,0
.if,5,0
.ijs,5,0
.inc_shipped,5,0
.included,5,0
.iosched,5,0
.ipa,5,0
.ipf,5,0
.javascript,5,0
.jbuilder,5,0
.jflex,5,0
.jnlp,5,0
.jsproj,5,0
.kicad_pcb,5,0
.labels,5,0
.latex,5,0
.lean,5,0
.legacy,5,0
.loc,5,0
.locks,5,0
.lol,5,0
.lpfc,5,0
.macos,5,0
.macros,5,0
.manx,5,0
.mc6,5,0
.mdj,5,0
.megaraid,5,0
.megaraid_sas,5,0
.mht,5,0
.microsoft,5,0
.mit,5,0
.mobi,5,0
.mode1v3,5,0
.modes,5,0
.modules,5,0
.moon,5,0
.mount,5,0
.ncr53c8xx,5,0
.nq,5,0
.nut,5,0
.opa,5,0
.opus,5,0
.package,5,0
.par,5,0
.param,5,0
.pass,5,0
.pbfilespec,5,0
.pcapng,5,0
.pcss,5,0
.pcx,5,0
.pdl,5,0
.pdm,5,0
.pfb,5,0
.php4,5,0
.phps,5,0
.pk8,5,0
.plot,5,0
.plugins,5,0
.plush,5,0
.pony,5,0
.pov,5,0
.pref,5,0
.preset,5,0
.prg,5,0
.prisma,5,0
.prm,5,0
.property,5,0
.provides,5,0
.qbk,5,0
.qhp,5,0
.qla2xxx,5,0
.qla3xxx,5,0
.qlge,5,0
.rego,5,0
.rei,5,0
.removal,5,0
.renderTexture,5,0
.report,5,0
.response,5,0
.rexx,5,0
.riot,5,0
.riscv,5,0
.rom,5,0
.rpc,5,0
.run,5,0
.sav,5,0
.sci,5,0
.sha,5,0
.sieve,5,0
.signature,5,0
.skeleton,5,0
.skin,5,0
.slide,5,0
.snapshot,5,0
.snippet,5,0
.soc,5,0
.sqlproj,5,0
.squashfs,5,0
.staging,5,0
.stamp,5,0
.standalone,5,0
.start,5,0
.suppressions,5,0
.swiftmodule,5,0
.sym53c8xx,5,0
.sym53c8xx_2,5,0
.syntax,5,0
.terminfo,5,0
.tlb,5,0
.trace,5,0
.traineddata,5,0
.ttcn,5,0
.tx,5,0
.um,5,0
.uplugin,5,0
.ur,5,0
.usb,5,0
.userprefs,5,0
.uuid,5,0
.uvprojx,5,0
.v8,5,0
.vbp,5,0
.vc6,5,0
.vec,5,0
.vh,5,0
.voc,5,0
.wbmp,5,0
.wma,5,0
.xap,5,0
.xclangspec,5,0
.xcodeproj,5,0
.xctimeline,5,0
.xjb,5,0
.yar,5,0
.yrl,5,0
.z,5,0
.zep,5,0
.zst,5,0
